Id,CustomerId,EmployeeId,OrderDate,RequiredDate,ShippedDate,ShipVia,Freight,ShipName,ShipAddress,ShipCity,ShipRegion,ShipPostalCode,ShipCountry,StatusId
24675,FOLIG,1,2021-02-11,2021-03-06,2021-02-12,3,378,Maison Dewey,Rue Joseph-Bens 532,Bruxelles,Western Europe,B-1180,Belgium,3
24676,LILAS,8,2019-03-14,2019-03-31,2019-03-14,1,141,Wilman Kala,Keskuskatu 45,Helsinki,Scandinavia,21240,Finland,0
24677,HILAA,8,2021-01-22,2021-03-02,2021-02-02,1,215,Berglunds snabbköp,Berguvsvägen  8,Luleå,Northern Europe,S-958 22,Sweden,0
24678,QUEEN,8,2020-06-05,2020-07-06,2020-06-17,3,63,Tradiçao Hipermercados,"Av. Inês de Castro, 414",Sao Paulo,South America,05634-030,Brazil,2
24679,SANTG,2,2021-03-10,2021-04-05,2021-03-12,2,268,Familia Arquibaldo,"Rua Orós, 92",Sao Paulo,South America,05442-030,Brazil,1
24680,TOMSP,4,2018-06-07,2018-07-03,2018-06-14,1,197,Tradiçao Hipermercados,"Av. Inês de Castro, 414",Sao Paulo,South America,05634-030,Brazil,0
24681,MAISD,2,2019-05-21,2019-06-14,2019-06-08,2,64,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,North America,T2F 8M4,Canada,0
24682,SPLIR,3,2021-01-14,2021-02-01,2021-01-26,3,62,Du monde entier,"67, rue des Cinquante Otages",Nantes,Western Europe,44000,France,2
24683,MEREP,4,2018-05-01,2018-05-15,2018-05-03,1,355,Wellington Importadora,"Rua do Mercado, 12",Resende,South America,08737-363,Brazil,0
24684,HILAA,5,2021-05-23,2021-07-04,2021-05-28,3,317,Cactus Comidas para llevar,Cerrito 333,Buenos Aires,South America,1010,Argentina,1
24685,WARTH,7,2021-09-15,2021-10-05,2021-09-16,3,164,Océano Atlántico Ltda.,Ing. Gustavo Moncada 8585 Piso 20-A,Buenos Aires,South America,1010,Argentina,3
24686,RICSU,1,2018-04-17,2018-05-23,2018-04-19,1,72,Chop-suey Chinese,Hauptstr. 31,Bern,Western Europe,3012,Switzerland,2
24687,OCEAN,9,2019-10-05,2019-11-16,2019-10-15,3,100,Franchi S.p.A.,Via Monte Bianco 34,Torino,Southern Europe,10100,Italy,3
24688,BOTTM,1,2018-07-29,2018-08-15,2018-07-31,3,142,Queen Cozinha,"Alameda dos Canàrios, 891",Sao Paulo,South America,05487-020,Brazil,1
24689,ANATR,8,2020-07-06,2020-07-13,2020-07-07,2,243,Laughing Bacchus Wine Cellars,2319 Elm St.,Vancouver,North America,V3F 2K1,Canada,3
24690,HUNGC,7,2018-08-23,2018-08-29,2018-08-23,2,210,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,North America,87110,USA,2
24691,PRINI,3,2020-10-29,2020-11-23,2020-11-03,2,305,Pericles Comidas clásicas,Calle Dr. Jorge Cash 321,México D.F.,Central America,05033,Mexico,2
24692,SEVES,2,2019-08-25,2019-09-01,2019-09-06,2,264,Suprêmes délices,"Boulevard Tirou, 255",Charleroi,Western Europe,B-6000,Belgium,1
24693,VINET,4,2018-12-18,2019-02-04,2018-12-22,3,465,Cactus Comidas para llevar,Cerrito 333,Buenos Aires,South America,1010,Argentina,3
24694,BLAUS,8,2020-01-06,2020-03-02,2020-01-15,3,492,Blondel père et fils,"24, place Kléber",Strasbourg,Western Europe,67000,France,0
24695,DUMON,8,2020-03-13,2020-03-16,2020-03-24,2,442,Hungry Coyote Import Store,City Center Plaza 516 Main St.,Elgin,North America,97827,USA,1
24696,GALED,6,2019-01-08,2019-02-15,2019-01-11,2,363,Vaffeljernet,Smagsloget 45,Århus,Northern Europe,8200,Denmark,2
24697,RANCH,8,2018-07-08,2018-08-22,2018-07-23,2,341,Gourmet Lanchonetes,"Av. Brasil, 442",Campinas,South America,04876-786,Brazil,1
24698,GOURL,4,2019-01-26,2019-02-10,2019-01-27,1,195,Laughing Bacchus Wine Cellars,2319 Elm St.,Vancouver,North America,V3F 2K1,Canada,0
24699,BONAP,4,2019-10-10,2019-10-19,2019-10-17,1,317,The Big Cheese,89 Jefferson Way Suite 2,Portland,North America,97201,USA,0
24700,AROUT,1,2020-04-18,2020-05-24,2020-04-22,1,378,The Cracker Box,55 Grizzly Peak Rd.,Butte,North America,59801,USA,1
24701,TORTU,7,2020-07-09,2020-08-15,2020-07-09,1,233,Königlich Essen,Maubelstr. 90,Brandenburg,Western Europe,14776,Germany,2
24702,SIMOB,7,2019-03-05,2019-03-15,2019-03-06,2,426,Bon app',"12, rue des Bouchers",Marseille,Western Europe,13008,France,1
24703,LEHMS,3,2021-07-15,2021-07-24,2021-07-18,1,120,Santé Gourmet,Erling Skakkes gate 78,Stavern,Scandinavia,4110,Norway,2
24704,MAISD,7,2020-01-18,2020-01-20,2020-01-29,1,224,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,North America,87110,USA,1
24705,KOENE,3,2018-10-01,2018-10-13,2018-10-04,1,143,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,South America,5022,Venezuela,0
24706,ERNSH,5,2020-08-12,2020-08-20,2020-08-13,3,383,Simons bistro,Vinbæltet 34,Kobenhavn,Northern Europe,1734,Denmark,3
24707,QUICK,9,2019-11-10,2019-12-08,2019-11-16,3,272,Mère Paillarde,43 rue St. Laurent,Montréal,North America,H1J 1C3,Canada,1
24708,HUNGO,4,2019-09-20,2019-10-23,2019-09-22,2,116,Island Trading,Garden House Crowther Way,Cowes,British Isles,PO31 7PJ,UK,3
24709,PERIC,9,2018-06-21,2018-06-28,2018-06-22,1,100,Seven Seas Imports,90 Wadhurst Rd.,London,British Isles,OX15 4NB,UK,1
24710,FRANR,7,2019-01-19,2019-01-29,2019-01-19,1,347,GROSELLA-Restaurante,5ª Ave. Los Palos Grandes,Caracas,South America,1081,Venezuela,3
24711,WOLZA,3,2018-06-09,2018-07-02,2018-06-17,2,434,Océano Atlántico Ltda.,Ing. Gustavo Moncada 8585 Piso 20-A,Buenos Aires,South America,1010,Argentina,1
24712,ALFKI,2,2021-02-15,2021-03-21,2021-02-21,1,99,Que Delícia,"Rua da Panificadora, 12",Rio de Janeiro,South America,02389-673,Brazil,3
24713,VAFFE,2,2019-09-14,2019-09-19,2019-09-22,3,96,Richter Supermarkt,Starenweg 5,Genève,Western Europe,1204,Switzerland,3
24714,BLAUS,2,2018-06-30,2018-07-20,2018-07-04,3,81,QUICK-Stop,Taucherstraße 10,Cunewalde,Western Europe,01307,Germany,3
24715,SAVEA,3,2018-12-13,2019-01-09,2018-12-14,2,373,Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,Southern Europe,1675,Portugal,1
24716,WELLI,3,2018-11-05,2018-12-10,2018-11-06,1,287,Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,South America,02389-890,Brazil,2
24717,TRADH,7,2019-12-27,2019-12-31,2020-01-04,1,160,GROSELLA-Restaurante,5ª Ave. Los Palos Grandes,Caracas,South America,1081,Venezuela,3
24718,ANTON,2,2021-05-16,2021-05-25,2021-05-18,3,544,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,North America,87110,USA,0
24719,OTTIK,1,2020-08-05,2020-09-25,2020-08-20,2,349,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,North America,87110,USA,1
24720,LACOR,8,2020-12-20,2021-01-03,2020-12-22,3,227,Tortuga Restaurante,Avda. Azteca 123,México D.F.,Central America,05033,Mexico,1
24721,LAMAI,4,2021-07-27,2021-07-28,2021-08-13,2,418,Galería del gastronómo,"Rambla de Cataluña, 23",Barcelona,Southern Europe,8022,Spain,3
24722,MAISD,5,2018-07-10,2018-07-12,2018-07-10,2,430,Folk och fä HB,Åkergatan 24,Bräcke,Northern Europe,S-844 67,Sweden,3
24723,HILAA,7,2019-05-08,2019-06-05,2019-05-19,3,337,Morgenstern Gesundkost,Heerstr. 22,Leipzig,Western Europe,04179,Germany,1
24724,QUEDE,8,2018-09-14,2018-10-12,2018-09-15,2,288,Ana Trujillo Emparedados y helados,Avda. de la Constitución 2222,México D.F.,Central America,05021,Mexico,0
24725,BOLID,8,2020-11-29,2021-01-01,2020-12-11,1,379,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,North America,T2F 8M4,Canada,3
24726,COMMI,3,2018-08-16,2018-08-28,2018-08-26,3,33,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,Western Europe,60528,Germany,2
24727,TRAIH,3,2021-04-02,2021-05-18,2021-04-11,3,363,Cactus Comidas para llevar,Cerrito 333,Buenos Aires,South America,1010,Argentina,3
24728,BONAP,8,2021-09-03,2021-09-15,2021-09-15,1,66,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,Western Europe,31000,France,2
24729,WOLZA,9,2021-03-15,2021-03-22,2021-03-23,3,201,Tortuga Restaurante,Avda. Azteca 123,México D.F.,Central America,05033,Mexico,1
24730,RATTC,2,2020-09-12,2020-09-25,2020-09-19,3,342,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,South America,4980,Venezuela,1
24731,CONSH,7,2019-12-15,2019-12-17,2019-12-18,1,552,Wartian Herkku,Torikatu 38,Oulu,Scandinavia,90110,Finland,1
24732,OTTIK,4,2018-12-31,2019-01-10,2019-01-01,1,533,Save-a-lot Markets,187 Suffolk Ln.,Boise,North America,83720,USA,0
24733,HUNGC,1,2020-06-28,2020-07-11,2020-07-01,1,269,Victuailles en stock,"2, rue du Commerce",Lyon,Western Europe,69004,France,1
24734,QUICK,4,2018-10-24,2018-11-08,2018-10-28,3,325,Que Delícia,"Rua da Panificadora, 12",Rio de Janeiro,South America,02389-673,Brazil,0
24735,LETSS,6,2020-04-28,2020-05-05,2020-05-06,1,48,Island Trading,Garden House Crowther Way,Cowes,British Isles,PO31 7PJ,UK,1
24736,QUEEN,8,2019-03-29,2019-04-17,2019-03-31,2,510,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,Western Europe,51100,France,3
24737,GALED,5,2020-07-10,2020-08-13,2020-07-11,2,287,Lonesome Pine Restaurant,89 Chiaroscuro Rd.,Portland,North America,97219,USA,3
24738,TOMSP,7,2019-12-20,2020-01-14,2019-12-24,2,237,Galería del gastronómo,"Rambla de Cataluña, 23",Barcelona,Southern Europe,8022,Spain,0
24739,SEVES,4,2018-06-18,2018-08-02,2018-07-02,3,186,Piccolo und mehr,Geislweg 14,Salzburg,Western Europe,5020,Austria,1
24740,LAUGB,7,2018-02-22,2018-02-22,2018-02-27,2,323,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,Western Europe,31000,France,3
24741,REGGC,1,2019-06-19,2019-07-27,2019-06-24,2,362,Blauer See Delikatessen,Forsterstr. 57,Mannheim,Western Europe,68306,Germany,3
24742,QUICK,3,2021-01-21,2021-02-26,2021-01-30,3,127,Folk och fä HB,Åkergatan 24,Bräcke,Northern Europe,S-844 67,Sweden,0
24743,FOLIG,7,2020-08-10,2020-09-26,2020-08-23,3,341,Wilman Kala,Keskuskatu 45,Helsinki,Scandinavia,21240,Finland,2
24744,FOLKO,9,2021-06-16,2021-06-28,2021-07-01,1,315,Hanari Carnes,"Rua do Paço, 67",Rio de Janeiro,South America,05454-876,Brazil,2
24745,AROUT,8,2020-06-11,2020-06-25,2020-07-01,3,259,Frankenversand,Berliner Platz 43,München,Western Europe,80805,Germany,0
24746,BERGS,1,2020-05-31,2020-06-27,2020-06-01,2,479,Piccolo und mehr,Geislweg 14,Salzburg,Western Europe,5020,Austria,1
24747,DRACD,2,2021-03-31,2021-05-05,2021-04-04,1,38,Victuailles en stock,"2, rue du Commerce",Lyon,Western Europe,69004,France,3
24748,BSBEV,7,2020-03-19,2020-04-19,2020-03-27,1,68,Bólido Comidas preparadas,"C/ Araquil, 67",Madrid,Southern Europe,28023,Spain,1
24749,WOLZA,4,2018-04-17,2018-04-29,2018-04-26,3,130,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,North America,87110,USA,0
24750,COMMI,7,2019-01-17,2019-01-21,2019-01-19,2,25,Trail's Head Gourmet Provisioners,722 DaVinci Blvd.,Kirkland,North America,98034,USA,3
24751,NORTS,4,2018-04-24,2018-05-08,2018-05-09,1,141,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,Southern Europe,24100,Italy,2
24752,WELLI,5,2018-11-04,2018-11-11,2018-11-20,3,424,Alfred's Futterkiste,Obere Str. 57,Berlin,Western Europe,12209,Germany,3
24753,OCEAN,1,2021-08-02,2021-08-07,2021-08-03,3,103,Mère Paillarde,43 rue St. Laurent,Montréal,North America,H1J 1C3,Canada,3
24754,MAISD,3,2018-06-28,2018-06-28,2018-07-03,1,196,Que Delícia,"Rua da Panificadora, 12",Rio de Janeiro,South America,02389-673,Brazil,3
24755,BLONP,3,2018-08-12,2018-09-18,2018-08-29,3,147,Great Lakes Food Market,2732 Baker Blvd.,Eugene,North America,97403,USA,3
24756,DRACD,5,2019-04-12,2019-05-13,2019-04-13,2,516,Maison Dewey,Rue Joseph-Bens 532,Bruxelles,Western Europe,B-1180,Belgium,0
24757,KOENE,5,2018-04-24,2018-05-11,2018-05-09,2,73,Alfred's Futterkiste,Obere Str. 57,Berlin,Western Europe,12209,Germany,1
24758,MAISD,4,2018-12-18,2019-02-05,2018-12-25,1,139,Queen Cozinha,"Alameda dos Canàrios, 891",Sao Paulo,South America,05487-020,Brazil,2
24759,ALFKI,5,2019-07-18,2019-07-18,2019-08-04,1,182,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,Western Europe,70563,Germany,3
24760,FRANK,1,2020-01-18,2020-01-20,2020-01-26,2,317,Suprêmes délices,"Boulevard Tirou, 255",Charleroi,Western Europe,B-6000,Belgium,1
24761,FRANR,9,2018-10-27,2018-10-30,2018-10-29,2,464,Godos Cocina Típica,"C/ Romero, 33",Sevilla,Southern Europe,41101,Spain,3
24762,WELLI,4,2020-11-22,2020-11-25,2020-12-09,1,312,Drachenblut Delikatessen,Walserweg 21,Aachen,Western Europe,52066,Germany,1
24763,MEREP,3,2020-03-07,2020-03-24,2020-03-10,1,79,Consolidated Holdings,Berkeley Gardens 12  Brewery,London,British Isles,WX1 6LT,UK,2
24764,FAMIA,2,2018-03-05,2018-03-21,2018-03-30,1,264,The Big Cheese,89 Jefferson Way Suite 2,Portland,North America,97201,USA,0
24765,FRANS,3,2019-11-07,2019-11-17,2019-11-10,3,84,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,South America,3508,Venezuela,2
24766,OCEAN,1,2019-01-05,2019-01-12,2019-01-11,2,447,Alfreds Futterkiste,Obere Str. 57,Berlin,Western Europe,12209,Germany,1
24767,LINOD,5,2020-01-12,2020-02-07,2020-01-15,1,290,Bólido Comidas preparadas,"C/ Araquil, 67",Madrid,Southern Europe,28023,Spain,2
24768,PRINI,9,2018-08-12,2018-08-16,2018-08-27,2,195,Romero y tomillo,"Gran Vía, 1",Madrid,Southern Europe,28001,Spain,2
24769,BERGS,3,2021-09-10,2021-09-18,2021-10-06,3,485,Du monde entier,"67, rue des Cinquante Otages",Nantes,Western Europe,44000,France,3
24770,WANDK,9,2020-04-03,2020-05-08,2020-04-04,3,380,North/South,South House 300 Queensbridge,London,British Isles,SW7 1RZ,UK,1
24771,FAMIA,9,2018-08-19,2018-08-26,2018-08-25,2,178,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,South America,3508,Venezuela,2
24772,OCEAN,6,2020-07-01,2020-08-02,2020-07-14,2,312,Du monde entier,"67, rue des Cinquante Otages",Nantes,Western Europe,44000,France,3
24773,MAISD,5,2019-12-24,2020-01-18,2019-12-30,3,158,Océano Atlántico Ltda.,Ing. Gustavo Moncada 8585 Piso 20-A,Buenos Aires,South America,1010,Argentina,2
24774,CHOPS,3,2021-03-11,2021-03-26,2021-03-11,2,222,Old World Delicatessen,2743 Bering St.,Anchorage,North America,99508,USA,0
24775,WELLI,8,2021-07-20,2021-08-11,2021-07-23,1,120,Blondel père et fils,"24, place Kléber",Strasbourg,Western Europe,67000,France,1
24776,FISSA,6,2020-05-01,2020-05-28,2020-05-24,1,224,Old World Delicatessen,2743 Bering St.,Anchorage,North America,99508,USA,2
24777,PARIS,2,2020-03-21,2020-04-04,2020-03-24,3,441,Centro comercial Moctezuma,Sierras de Granada 9993,México D.F.,Central America,05022,Mexico,2
24778,LILAS,2,2018-05-26,2018-05-29,2018-05-27,1,397,Pericles Comidas clásicas,Calle Dr. Jorge Cash 321,México D.F.,Central America,05033,Mexico,0
24779,CACTU,2,2021-06-25,2021-06-29,2021-06-29,3,439,Océano Atlántico Ltda.,Ing. Gustavo Moncada 8585 Piso 20-A,Buenos Aires,South America,1010,Argentina,1
24780,PARIS,2,2019-06-05,2019-07-03,2019-06-10,1,460,Hungry Coyote Import Store,City Center Plaza 516 Main St.,Elgin,North America,97827,USA,3
24781,FOLKO,5,2020-11-12,2020-12-10,2020-11-16,3,200,Blauer See Delikatessen,Forsterstr. 57,Mannheim,Western Europe,68306,Germany,2
24782,SIMOB,3,2021-07-13,2021-07-23,2021-07-14,2,378,Blauer See Delikatessen,Forsterstr. 57,Mannheim,Western Europe,68306,Germany,0
24783,FAMIA,1,2019-03-20,2019-04-13,2019-03-21,3,450,Bon app',"12, rue des Bouchers",Marseille,Western Europe,13008,France,2
24784,OCEAN,9,2019-05-08,2019-06-13,2019-05-16,3,224,Suprêmes délices,"Boulevard Tirou, 255",Charleroi,Western Europe,B-6000,Belgium,3
24785,DRACD,4,2018-09-04,2018-10-05,2018-09-19,1,399,Trail's Head Gourmet Provisioners,722 DaVinci Blvd.,Kirkland,North America,98034,USA,2
24786,TORTU,3,2020-05-16,2020-07-01,2020-05-19,1,34,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,South America,3508,Venezuela,2
24787,FRANK,7,2021-08-31,2021-10-24,2021-09-01,2,460,France restauration,"54, rue Royale",Nantes,Western Europe,44000,France,1
24788,FRANS,2,2021-08-27,2021-09-06,2021-08-28,1,349,Lazy K Kountry Store,12 Orchestra Terrace,Walla Walla,North America,99362,USA,3
24789,PERIC,5,2019-10-23,2019-11-02,2019-11-06,3,500,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,Western Europe,60528,Germany,2
24790,ERNSH,6,2019-01-17,2019-01-25,2019-01-17,3,191,Comércio Mineiro,"Av. dos Lusíadas, 23",Sao Paulo,South America,05432-043,Brazil,2
24791,OCEAN,5,2020-02-12,2020-02-23,2020-02-14,3,347,Wolski Zajazd,ul. Filtrowa 68,Warszawa,Eastern Europe,01-012,Poland,1
24792,TRADH,5,2020-09-05,2020-09-28,2020-09-08,1,315,Island Trading,Garden House Crowther Way,Cowes,British Isles,PO31 7PJ,UK,2
24793,FISSA,9,2018-11-23,2018-11-28,2018-12-01,1,132,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,Western Europe,31000,France,2
24794,FISSA,7,2019-03-27,2019-04-20,2019-04-18,2,257,Santé Gourmet,Erling Skakkes gate 78,Stavern,Scandinavia,4110,Norway,1
24795,TRADH,7,2018-08-10,2018-08-16,2018-08-23,3,62,Romero y tomillo,"Gran Vía, 1",Madrid,Southern Europe,28001,Spain,1
24796,ERNSH,6,2020-05-29,2020-06-10,2020-06-02,2,274,Alfreds Futterkiste,Obere Str. 57,Berlin,Western Europe,12209,Germany,1
24797,PARIS,3,2020-01-16,2020-02-28,2020-01-18,1,431,Vaffeljernet,Smagsloget 45,Århus,Northern Europe,8200,Denmark,3
24798,SAVEA,1,2021-04-23,2021-04-25,2021-05-02,1,212,The Big Cheese,89 Jefferson Way Suite 2,Portland,North America,97201,USA,2
24799,WELLI,8,2021-02-28,2021-04-05,2021-02-28,1,424,Morgenstern Gesundkost,Heerstr. 22,Leipzig,Western Europe,04179,Germany,1
24800,BOTTM,9,2020-02-19,2020-02-21,2020-02-28,2,295,Wilman Kala,Keskuskatu 45,Helsinki,Scandinavia,21240,Finland,1
24801,VAFFE,5,2020-01-12,2020-01-14,2020-01-16,2,245,Richter Supermarkt,Starenweg 5,Genève,Western Europe,1204,Switzerland,2
24802,ANTON,5,2018-02-17,2018-04-01,2018-02-18,2,397,Piccolo und mehr,Geislweg 14,Salzburg,Western Europe,5020,Austria,0
24803,SPECD,3,2019-12-09,2020-01-12,2019-12-24,2,499,Old World Delicatessen,2743 Bering St.,Anchorage,North America,99508,USA,2
24804,FRANR,5,2019-08-05,2019-09-07,2019-08-10,1,56,Wellington Importadora,"Rua do Mercado, 12",Resende,South America,08737-363,Brazil,0
24805,VAFFE,6,2020-09-17,2020-10-04,2020-10-02,2,139,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,Western Europe,60528,Germany,1
24806,WILMK,2,2018-09-10,2018-10-23,2018-09-11,2,336,Ernst Handel,Kirchgasse 6,Graz,Western Europe,8010,Austria,0
24807,RICSU,7,2018-02-16,2018-02-18,2018-03-02,3,393,B's Beverages,Fauntleroy Circus,London,British Isles,EC2 5NT,UK,2
24808,LACOR,1,2019-01-09,2019-01-16,2019-01-13,3,87,Comércio Mineiro,"Av. dos Lusíadas, 23",Sao Paulo,South America,05432-043,Brazil,2
24809,WOLZA,9,2021-08-07,2021-08-24,2021-08-19,3,54,Alfred's Futterkiste,Obere Str. 57,Berlin,Western Europe,12209,Germany,3
24810,LETSS,9,2021-05-01,2021-06-05,2021-05-02,2,373,La corne d'abondance,"67, avenue de l'Europe",Versailles,Western Europe,78000,France,0
24811,GALED,9,2018-06-05,2018-06-22,2018-06-06,2,294,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,Western Europe,60528,Germany,3
24812,FURIB,9,2020-08-29,2020-10-14,2020-09-21,2,376,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,Western Europe,60528,Germany,0
24813,BONAP,3,2021-04-21,2021-04-23,2021-04-25,1,147,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,North America,87110,USA,1
24814,BOLID,8,2018-06-21,2018-06-28,2018-06-22,2,168,Gourmet Lanchonetes,"Av. Brasil, 442",Campinas,South America,04876-786,Brazil,1
24815,BONAP,1,2019-10-28,2019-11-15,2019-11-01,2,42,Tradiçao Hipermercados,"Av. Inês de Castro, 414",Sao Paulo,South America,05634-030,Brazil,2
24816,FOLIG,1,2018-08-08,2018-09-01,2018-08-26,3,35,Split Rail Beer & Ale,P.O. Box 555,Lander,North America,82520,USA,2
24817,BOTTM,2,2020-10-22,2020-10-26,2020-10-25,2,155,Ana Trujillo Emparedados y helados,Avda. de la Constitución 2222,México D.F.,Central America,05021,Mexico,0
24818,SUPRD,4,2019-11-16,2019-11-25,2019-11-16,3,176,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,Western Europe,51100,France,3
24819,VINET,6,2018-08-03,2018-08-09,2018-08-11,2,361,Island Trading,Garden House Crowther Way,Cowes,British Isles,PO31 7PJ,UK,2
24820,PRINI,9,2021-02-27,2021-02-27,2021-03-09,1,48,Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,South America,02389-890,Brazil,1
24821,RANCH,3,2019-12-10,2019-12-22,2019-12-20,2,316,Wellington Importadora,"Rua do Mercado, 12",Resende,South America,08737-363,Brazil,1
24822,LAUGB,3,2020-01-13,2020-02-05,2020-01-16,2,414,Blondel père et fils,"24, place Kléber",Strasbourg,Western Europe,67000,France,0
24823,LINOD,9,2021-03-15,2021-04-19,2021-03-16,1,302,The Cracker Box,55 Grizzly Peak Rd.,Butte,North America,59801,USA,1
24824,CACTU,7,2020-02-17,2020-03-17,2020-02-27,2,207,Tortuga Restaurante,Avda. Azteca 123,México D.F.,Central America,05033,Mexico,3
24825,ERNSH,4,2019-05-01,2019-05-20,2019-05-03,3,85,Hungry Coyote Import Store,City Center Plaza 516 Main St.,Elgin,North America,97827,USA,3
24826,GREAL,3,2018-06-03,2018-07-17,2018-06-06,1,292,The Big Cheese,89 Jefferson Way Suite 2,Portland,North America,97201,USA,3
24827,MAISD,8,2021-03-19,2021-03-30,2021-03-21,2,19,Godos Cocina Típica,"C/ Romero, 33",Sevilla,Southern Europe,41101,Spain,2
24828,SEVES,3,2021-01-06,2021-02-12,2021-01-09,3,433,Océano Atlántico Ltda.,Ing. Gustavo Moncada 8585 Piso 20-A,Buenos Aires,South America,1010,Argentina,2
24829,LEHMS,9,2018-06-21,2018-07-06,2018-07-02,1,280,Romero y tomillo,"Gran Vía, 1",Madrid,Southern Europe,28001,Spain,3
24830,MAGAA,8,2019-05-20,2019-05-23,2019-05-21,1,67,Berglunds snabbköp,Berguvsvägen  8,Luleå,Northern Europe,S-958 22,Sweden,3
24831,LAUGB,7,2018-07-18,2018-08-09,2018-07-22,3,214,Wilman Kala,Keskuskatu 45,Helsinki,Scandinavia,21240,Finland,0
24832,TRADH,2,2020-01-23,2020-02-01,2020-01-30,3,475,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,Western Europe,60528,Germany,3
24833,SIMOB,9,2021-07-26,2021-07-26,2021-07-27,3,442,Familia Arquibaldo,"Rua Orós, 92",Sao Paulo,South America,05442-030,Brazil,2
24834,BLAUS,2,2018-07-21,2018-08-31,2018-08-05,3,465,Ana Trujillo Emparedados y helados,Avda. de la Constitución 2222,México D.F.,Central America,05021,Mexico,3
24835,BERGS,5,2018-07-11,2018-07-15,2018-07-12,2,233,Trail's Head Gourmet Provisioners,722 DaVinci Blvd.,Kirkland,North America,98034,USA,2
24836,BERGS,2,2020-09-24,2020-10-12,2020-09-25,3,403,Comércio Mineiro,"Av. dos Lusíadas, 23",Sao Paulo,South America,05432-043,Brazil,0
24837,PERIC,7,2019-10-03,2019-11-25,2019-10-16,1,412,Hanari Carnes,"Rua do Paço, 67",Rio de Janeiro,South America,05454-876,Brazil,0
24838,RICSU,4,2019-04-09,2019-05-08,2019-04-22,3,82,Piccolo und mehr,Geislweg 14,Salzburg,Western Europe,5020,Austria,0
24839,TRADH,6,2020-09-23,2020-10-19,2020-10-04,1,337,GROSELLA-Restaurante,5ª Ave. Los Palos Grandes,Caracas,South America,1081,Venezuela,3
24840,QUEEN,2,2020-07-28,2020-08-26,2020-08-01,1,192,Hungry Coyote Import Store,City Center Plaza 516 Main St.,Elgin,North America,97827,USA,2
24841,FURIB,2,2020-09-21,2020-11-08,2020-09-23,2,82,Save-a-lot Markets,187 Suffolk Ln.,Boise,North America,83720,USA,1
24842,LILAS,4,2021-04-07,2021-05-06,2021-04-09,3,56,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,South America,4980,Venezuela,3
24843,THECR,9,2020-09-08,2020-09-22,2020-09-19,3,123,Great Lakes Food Market,2732 Baker Blvd.,Eugene,North America,97403,USA,0
24844,EASTC,6,2019-12-01,2019-12-05,2019-12-06,1,250,North/South,South House 300 Queensbridge,London,British Isles,SW7 1RZ,UK,2
24845,ERNSH,4,2019-03-04,2019-03-20,2019-03-22,3,75,Queen Cozinha,"Alameda dos Canàrios, 891",Sao Paulo,South America,05487-020,Brazil,1
24846,FRANS,3,2021-05-16,2021-06-12,2021-05-18,1,508,B's Beverages,Fauntleroy Circus,London,British Isles,EC2 5NT,UK,3
24847,BSBEV,9,2020-01-30,2020-02-07,2020-02-08,2,86,B's Beverages,Fauntleroy Circus,London,British Isles,EC2 5NT,UK,0
24848,THEBI,4,2018-09-16,2018-10-01,2018-09-22,1,421,Seven Seas Imports,90 Wadhurst Rd.,London,British Isles,OX15 4NB,UK,0
24849,ERNSH,1,2018-12-05,2018-12-28,2018-12-13,2,207,Folk och fä HB,Åkergatan 24,Bräcke,Northern Europe,S-844 67,Sweden,2
